Номер подзаписи;№ бюллетеня;Вопрос;Голос;ФИО члена НК;Номер пункта/подпункта;Тип вопроса;Неголосующий;Дата
29;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Нургалиев Данис Карлович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Сидоров Александр Леонидович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;-;Посягин Борис Сергеевич;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Грайфера I степени Москаленко Анатолия Алексеевича;З;Замрий Анатолий Владимирович;5.099999904632568;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Шафраник Юрий Константинович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Шмаль Генадий Иосифович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Иванов Виктор Петрович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Яруллин Рафинат Саматович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Максимов Антон Львович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;НГ;Кантюков Рафкат Абдулхаевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Забозлаев Алексей Геннадьевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Бакиев Эдуард Мунирович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Мамин Виктор Викторович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Шамин Андрей Юрьевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Слепнёв Николай Сергеевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Федоров Юрий Викторович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Богуславский Ирек Борисович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;НГ;Метшин Айдар Раисович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;НГ;Сорокин Павел Юрьевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Иванов Михаил Игоревич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Дмитриевский Анатолий Николаевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Сигов Александр Сергеевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Крюков Валерий Анатольевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Курочкин Дмитрий Николаевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Агеев Шамиль Рахимович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Корчагин Александр Викторович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;НГ;Ковальчук Владимир Николаевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Важенин Юрий Иванович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;В;Молодцов Кирилл Валентинович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Радинский Константин Олегович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Салыгин Валерий Иванович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Рогалёв Николай Дмитриевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Нургалиев Данис Карлович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Сидоров Александр Леонидович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;-;Посягин Борис Сергеевич;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Грайфера I степени Жданеева Олега Валерьевича;З;Замрий Анатолий Владимирович;5.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Шафраник Юрий Константинович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Шмаль Генадий Иосифович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Иванов Виктор Петрович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Яруллин Рафинат Саматович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Максимов Антон Львович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;НГ;Кантюков Рафкат Абдулхаевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Забозлаев Алексей Геннадьевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Бакиев Эдуард Мунирович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Мамин Виктор Викторович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Шамин Андрей Юрьевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Слепнёв Николай Сергеевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Федоров Юрий Викторович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Богуславский Ирек Борисович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;НГ;Метшин Айдар Раисович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;НГ;Сорокин Павел Юрьевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Иванов Михаил Игоревич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Дмитриевский Анатолий Николаевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Сигов Александр Сергеевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Крюков Валерий Анатольевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Курочкин Дмитрий Николаевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Агеев Шамиль Рахимович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Корчагин Александр Викторович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;НГ;Ковальчук Владимир Николаевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Важенин Юрий Иванович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Молодцов Кирилл Валентинович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Радинский Константин Олегович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Салыгин Валерий Иванович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Рогалёв Николай Дмитриевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Нургалиев Данис Карлович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Сидоров Александр Леонидович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;-;Посягин Борис Сергеевич;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Грайфера I степени Зашихина Алексея Владимировича;З;Замрий Анатолий Владимирович;5.400000095367432;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Шафраник Юрий Константинович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Шмаль Генадий Иосифович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Иванов Виктор Петрович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Яруллин Рафинат Саматович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Максимов Антон Львович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;НГ;Кантюков Рафкат Абдулхаевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Забозлаев Алексей Геннадьевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Бакиев Эдуард Мунирович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Мамин Виктор Викторович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Шамин Андрей Юрьевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Слепнёв Николай Сергеевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Федоров Юрий Викторович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Богуславский Ирек Борисович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;НГ;Метшин Айдар Раисович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;НГ;Сорокин Павел Юрьевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Иванов Михаил Игоревич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Дмитриевский Анатолий Николаевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Сигов Александр Сергеевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Крюков Валерий Анатольевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Курочкин Дмитрий Николаевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Агеев Шамиль Рахимович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Корчагин Александр Викторович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;НГ;Ковальчук Владимир Николаевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Важенин Юрий Иванович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Молодцов Кирилл Валентинович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Радинский Константин Олегович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Салыгин Валерий Иванович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Рогалёв Николай Дмитриевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Нургалиев Данис Карлович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Сидоров Александр Леонидович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;-;Посягин Борис Сергеевич;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Грайфера II степени АУ ХМАО-Югры «Научно-аналитический центр рационального недропользования имени В.И.Шпильмана»;З;Замрий Анатолий Владимирович;5.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Шафраник Юрий Константинович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Шмаль Генадий Иосифович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Иванов Виктор Петрович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
4;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Яруллин Рафинат Саматович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
5;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Максимов Антон Львович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
6;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;НГ;Кантюков Рафкат Абдулхаевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
7;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Забозлаев Алексей Геннадьевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
8;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Бакиев Эдуард Мунирович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
9;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Мамин Виктор Викторович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
10;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Шамин Андрей Юрьевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
11;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Слепнёв Николай Сергеевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
12;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Федоров Юрий Викторович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
13;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Богуславский Ирек Борисович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
14;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;НГ;Метшин Айдар Раисович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
15;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;НГ;Сорокин Павел Юрьевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
16;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Иванов Михаил Игоревич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
17;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Дмитриевский Анатолий Николаевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
18;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Сигов Александр Сергеевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
19;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Крюков Валерий Анатольевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
20;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Курочкин Дмитрий Николаевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
21;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Агеев Шамиль Рахимович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
22;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Корчагин Александр Викторович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
23;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;НГ;Ковальчук Владимир Николаевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;True;
24;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Важенин Юрий Иванович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
25;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Молодцов Кирилл Валентинович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
26;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Радинский Константин Олегович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
27;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Салыгин Валерий Иванович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
28;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Рогалёв Николай Дмитриевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
29;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Нургалиев Данис Карлович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
30;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Сидоров Александр Леонидович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
31;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;-;Посягин Борис Сергеевич;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
32;16;Наградить медалью Грайфера II степени ФГБОУ «Санкт-Петербургский горный университет императрицы Екатерины II»;З;Замрий Анатолий Владимирович;6.199999809265137;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
1;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Шафраник Юрий Константинович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
2;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;-;Шмаль Генадий Иосифович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
3;16;Наградить медалью Грайфера II степени «СургутНИПИнефть» ПАО «Сургутнефтегаз»;З;Иванов Виктор Петрович;6.300000190734863;НАГРАЖДЕНИЕ ЛАУРЕАТОВ;False;
